video_id,paragraph,questions
ZA-tUyM_y7s,"That would take forever, right? Usually what we do when defining a problem is specify some kind of predicate, saying that, oh, we can check-- if I give you an input and an output, I can check whether that output is correct or not.
That's usually how we define a problem is, if I am checking for whether this index contains a 5, I can just go to that array, look at index 5, and-- or the index you gave me, and see if it equals 5.
So usually, we're putting it in terms of predicates because, in general, we don't really want to talk about small instances of problems.","6:07 He says, ""Probably if [there is more than 365 people] the answer is yes"", it's actually logically guaranteed that 100% of the time a group of more than 365 people have at least one shared birthdays because there are no other unique days to have been born on! It bugs me that he said ""probably"""
ZA-tUyM_y7s,"What does constant look like? Maybe this is 1,000 up here.
What does a constant look like? Looks like a line-- it looks like a line over here somewhere.
It could be as high as I want, but eventually, anything that's an increasing function will get bigger than this.
And on this scale, if I use log base 2 or some reasonable small constant, what does log look like? Well, let's do an easier one.
What does linear look like? Yeah, this-- that's what I saw what a lot of you doing.
That's linear.
That's the kind of base that we're comparing everything against.
What does log look like? Like this-- OK, but at this scale, really, it's much closer to constant than linear.",34:55 one of the axes in the graph is n what about the other one?
ZUZ8VbX1YNQ,"Now, the odds of finding an m that's not relatively prime to n are basically negligible because if you'd find such an m, it would enable you to factor them.
And we believe factoring is very hard.
But in fact, it actually works for all m, which is a nice theoretical results.
And you'll work this out in class problem.
OK.
That's how it works.
The receiver publishers e and n, keeps a secret key d.
The sender exponentiates the message to the power e.
The receiver simply decodes by raising the received message to the power d and reads off what the original was.
OK.
So we need to think about the feasibility of all of this because we believe that it's impossible to decrypt, but there's a lot of other stuff going on there that the players have to be able perform.
And let's examine what their responsibilities and abilities have to be.
So the receiver to begin with has to be able to find large primes.
And how on earth do they do that? Well, without going into too much detail, we can make the remark that there are lots of primes.","At 11:07, why all m can work. If gcd(m,n) = m, what should we do?"
ZUZ8VbX1YNQ,"That is to say by appealing to the prime number theorem, we know that among the n digit numbers, about log n of them are going to be primes so that you don't have to go too long before you stumble upon a random prime.
That is, if you're dealing with a 200 digit n and you're searching for a prime of around that size, you're not going to have to search more than a few hundred numbers before you're likely to stumble on a prime.
And of course, how do you know that you stumbled on a prime? Well, you need to be able to check whether a number is prime or not-- and efficientlY-- in order for this whole thing to be feasible.","at 11:55 isn't it more correct to say that for a range of x integers, x/ln(x) are prime. I think there was a mistake there...."
_3WDzxt5p8c,"You can check that P if and only if is true exactly when the complement of P XOR Q is true.
So now we come to two crucial properties of formulas called satisfiability and validity, and let's examine what those are.
So a formula is satisfiable if and only if it's true in some environment.
That is, it's satisfiable if there is some way to set the values of the variables P and Q to be truth values in such a way that the formula comes out to be true.
And a related idea is that a formula is valid-- it's also called a tautology-- if and only if it's true in all environments.
No matter what you set the variables to, it's going to come out to be true.
Let's look at some examples to solidify those two concepts.
So the formula P all by itself is satisfiable because it can be true if P is true, but it's not always true because P might be false.
Symmetrically, NOT P is also satisfiable because it could be true if P is false, but it's not always true.
It's not valid because P might be true, in which case not P would be false.
A formula that's not satisfiable, a formula that means that there is no truth value that makes it true, which is the same as saying that it's always false, is the formula P and NOT P.
It's probably the simplest not satisfiable formula or unsatisfiable formula.
So this is clearly false because either P or NOT P has got to be false and the [? and ?] will then will definitely come out to be false.
There is no value for P that makes this formula true.
It's unsatisfiable.
A valid formula, actually by De Morgan's law applied to the P and NOT P, is P or NOT P is going to be valid because no matter what truth value P has, it comes out to be true.","At roughly 6:30, Is this ""iff"" same as that in general mathematics. IE need to prove ""if p is true then q is true"" and then to prove ""if q is true then p is true"". Or are we at the stage where this is only mentioned and use the ""definition""?
6:24 there is a mistake on the truth table- F T = F but should've been T. if only the Professor was talking about implication-"
_PwhiWxHK8o,"And now, I'll just convert that whole works into a double sum over both i and j of alpha i times alpha j times y sub i times y sub j times x sub i dotted with x of j.
We sure went through a lot of trouble to get there, but now, we've got it.
And we know that what we're trying to do is we're trying to find a maximum of that expression.
And that's the one we're going to had off to the numerical analysts.
So if we're going to had this off to the numerical analysts anyway, why did I go to all this trouble? Good question.
Do you have any idea why I went to all this trouble? Because I wanted to find out the dependence of this expression.",He might have forgotten a transpose at Xi at 35:45
_PwhiWxHK8o,"And now, we've got to have a summation over all the constraints.
And each or those constraints is going to have a multiplier, alpha sub i.
And then, we write down the constraint.
And when we write down a constraint, there it is up there.
And I've got to be hyper careful here, because, otherwise, I'll get lost in the algebra.
So the constraint is y sub i times vector, w, dotted with vector x sub i plus b, and now, I've got a closing parenthesis, a minus 1.
That's the end of my constraint, like so.
I sure hope I've got that right, because I'll be in deep trouble if that's wrong.
Anybody see any bugs in that? That looks right.
doesn't it? We've got the original thing we're trying to work with.
Now, we've got Lagrange multipliers all multiplied.
It's back to that constraint up there, where each constraint is constrained to be 0.
Well, there's a little bit of mathematical slight of hand here, because in the end, the ones that are going to be 0, the Lagrange multipliers here.
The ones that are going to be non 0 are going to be the ones connected with vectors that lie in the gutter.
The rest are going to be 0.
But in any event, we can pretend that this is what we're doing.
I don't care whether it's a maximum or minimum.","At 25:26 why does the Patrick Winston say that only those Lagrange Multipliers , which are connected with vectors that lie in the gutter are going to be non zero whereas the rest will be zero?"
_PwhiWxHK8o,"And that's x sub i.
Those are the quantities I need in order to do it.
So that means that if I have a function, let's call it k of x sub i and x sub j, that's equal to phi of x sub i dotted with phi of x sub j.
Then, I'm done.
This is what I need.
I don't actually need this.
All I need is that function, k, which happens to be called a kernel function, which provides me with the dot product of those two vectors in another space.
I don't have to know the transformation into the other space.
And that's the reason that this stuff is a miracle.
So what are some of the kernels that are popular? One is the linear kernel that says that u dotted with v plus 1 to the n-th is such a kernel, because it's got u in it and v in it, the two vectors.","Very good lecture, clear explanation and good pace :) One correction: 44:30 (u*v+1)^n is a polynomial kernel, not a linear kernel."
_PwhiWxHK8o,"And this is what the dot product is in the other space.
So that's one choice.
Another choice is a kernel that looks like this, e to the minus.
Let's take the dot product of the difference of those two guys.
Let's take the magnitude of that and divide it by some sigma.
That's a second kind of kernel that we can use.
So let's go back and see if we can solve this problem by transforming it into another space where we have another perspective.
So that's it.
That's another kernel.
And so sure, we can.
And that's the answer when transformed back into the original space.
We can also try doing that with a so-called radial basis kernel.
That's the one with the exponential in it.
We can learn on that one.
Boom.
No problem.
So we've got a general method that's convex and guaranteed to produce a global solution.","44:36 quote the dot product is in another space. How? Why dot product in another space? Thank you if anyone could advice!
Solution found at 45:14 doesn't seem to apply the concept of adding an extra dimension (41:50). Instead, it seems to apply a non-linear ""road""; which looks great because it's simpler, but I'm confused."
_PwhiWxHK8o,"But if you're a positive sample, we're going to insist that this decision function gives the value of one or greater.
Likewise, if w thought it was some negative sample is provided to us, then we're going to say that has to be equal to or less than minus 1.
All right.
So if you're a minus sample, like one of these two guys or any minus sample that may lie down here, this function that gives us the decision rule must return minus 1 or less.
So there's a separation of distance here.
Minus 1 to plus 1 for all of the samples.
So that's cool.
But we're not quite done, because carrying around two equations like this, it's a pain.
So what we're going to do is we're going to introduce another variable to make like a little easier.
Like many things that we do, and when we develop this kind of stuff, introducing this variable is not something that God says has to be done.
What is it? We introduced this additional stuff to do what? To make the mathematics more convenient, so mathematical convenience.
So what we're going to do is we're going to introduce a variable, y sub i, such that y sub i is equal to plus 1 for plus samples and minus 1 for negative samples.
All right.
So for each sample, we're going to have a value for this new quantity we've introduced, y.
And the value of y is going to be determined by whether it's a positive sample or negative sample.
If it's a positive sample it's got to be plus 1 for this situation up here, and it's going to be minus 1 for this situation down here.","Why only 1 and why not 2...@9:07
9:10 why 1 or greater? I mean, why 1? Why does it have to be 1 to be beyond the margin?
could someone please explain to me why 8:40 to 9:30 is the way it is? I'm so lost on this step... why did it turn from >=0 to >= 1"
_PwhiWxHK8o,"I've lost track.
But what we're going to do is we're going to try to find an extremum of that.
So what do we do? What does 1801 teach us about? Finding the maximum-- well, we've got to find the derivatives and set them to 0.
And then, after we've done that, a little bit of that manipulation, we're going to see a wonderful song start to emerge.
So let's see if we can do it.
Let's take the partial of L, the Lagrangian, with respect to the vector, w.
Oh my God, how do you differentiate with respect to a vector? It turns out that it has a form that looks exactly like differentiating with respect to a scalar.
And the way you prove that to yourself is you just expand everything in terms of all of the vector's components.",can someone explain to me about the stuff he does around 26:00 with the lagrange thingy? or guide me to some easy literature around it?
_PwhiWxHK8o,"Is everybody relaxed, taking deep breath? Actually, this is the easiest part.
This is just doing a little bit of the algebra.
So the think we're trying to maximize or minimize is equal to 1/2.
And now, we've got to have this vector here in there twice.
Right? Because we're multiplying the two together.
So let's see.
We've got from that expression up there, one of those w's will just be the sum of the alpha i times y sub i times the vector x sub i.
And then, we've got the other one, too.
So that's just going to be the sum of alpha.
Now, I'm going to, actually, eventually, squish those two sums together into a double summation, so I have to keep the indexes straight.
So I'm just going to write that as alpha sub j, y sub j, x sub j.
So those are my two vectors and I'm going to take the dot product of those.","Amazing lecture! At 32:25, could any help me understand why the magnitude of w is the dot product of w1 and w2? That's is not very clear for me (maybe I'm missing something)
Can someone explain what happens at 32:52? Where is j coming from?
Seems like every-body is understanding everything, well that's really good. So, if you are about to comment here to praise the lecturer that means you are very clear about what he said, if so, please answer this two questions, 1. it is being said by the lecturer that, x is projecting on w, but as I know if i want to take projection of x onto w then it will be x.w/|w| (without the direction of w), not only w.x . Am i right ? 2. in min 32:38 he says ""and then we got the other one"" which then he adds the sum(a_j y_j x_j ) which one he is referring to? What is the indice j ? why w^2 is wi.wj, and not wi.wi? Thank you very much for your time. And ya, the lecture is very good compare to other tutorials.
Hello, in min 32:38 he says ""and then we got the other one"" which then he adds the sum(a_j y_j x_j ) which one he is referring to? What is the indice j ?
1. You are right, but the point is: the decision rule only depends on w.x (vector). The magnitude is just a constant, and you can put it in the constant b, right? 2. On 32:38, the professor is referring to w (vector). The i and j are just identifiers; the two expressions are the same."
_PwhiWxHK8o,"Is it got something to do with Legendre? Has it got something to do with Laplace? Or does it have something to do with Lagrange? She says Lagrange.
Actually, all three were said to be on Fourier's Doctoral Defense Committee-- must have been quite an example.
But we want to talk about Lagrange, because we've got a situation here.
Is this 1801? 1802? 1802.
We learned in 1802 that if we going to find the extremum of a function with constraints, then we're going to have to use Lagrange multipliers.
That would give us a new expression, which we can maximize or minimize without thinking about the constraints anymore.
That's how Lagrange multipliers work.
So this brings us to miracle number four, developmental piece number four.
And it works like this.
We're going to say that L-- the thing we're going to try to maximize in order to maximize the width of the street-- is equal to 1/2 times the magnitude of that vector, w, squared minus.","24:00 so I looked up lagrange multipliers n all but I'm still not quite sure how we apply it here so if any1 got a good explanation to that then plz share
24:09 why did he subtract of that term?"
_PwhiWxHK8o,"It's always got to be equal to or greater than 0.
But what I'm going to say is if we're for x sub i in a gutter.
So there's always going to be greater than 0, but we're going to add the additional constraint that it's going to be exactly 0 for all the samples that end up in the gutters here of the street.
So the value of that expression is going to be exactly 0 for that sample, 0 for this sample and this sample, not 0 for that sample.
It's got to be greater than 1.
All right? So that's step number two.
And this is step number one.","13:44 ""zero In a gutter"" - for the bottom gutter or for the both ??? I didn't get it. Then I didn't get the part 21:10 when he takes the half of 'w' and squares it and instead of explain (why it needs) he uses the magic phrase ""mathematical convenient"" (without explanation)"
_PwhiWxHK8o,"Let's try this guy.
Oh.
What do you think? What happened here? Well, we're screwed, right? Because it's linearly inseparable-- bad news.
So in situations where it's linearly inseparable, the mechanism struggles, and eventually, it will just slow down and you truncate it, because it's not making any progress.
And you see the red dots there are ones that it got wrong.
So you say, well, too bad for our side-- doesn't look like it's all that good anyway.
But then, a powerful idea comes to the rescue, when stuck switch to another perspective.
So if we don't like the space that we're in, because it gives examples that are not linearly separable, then we can say, oh, shoot.
Here's our space.
Here are two points.
Here are two other points.
We can't separate them.
But if we could somehow get them into another space, maybe we can separate them, because they look like this in the other space, and they're easy to separate.
So what we need, then, is a transformation that will take us from the space we're in into a space where things are more convenient, so we're going to call that transformation phi with a vector, x.
That's the transformation.
And now, here's the reason for all the magic.
I said, that the maximization only depends on dot products.","Solution found at 45:14 doesn't seem to apply the concept of adding an extra dimension (41:50). Instead, it seems to apply a non-linear ""road""; which looks great because it's simpler, but I'm confused."
_PwhiWxHK8o,"OK? Well, we can do the same trick with x minus.
If we've got a negative sample, then y sub i is negative.
That gives us our negative w times dot over x sub i.
But now, we take this stuff back over to the right side, and we get 1 plus b.
So that all licenses to rewrite this thing as 2 over the magnitude of w.
How did I get there? Well, I decided I was going to enforce this constraint.
I noted that the width of the street has got to be this difference vector times a unit vector.
Then, I used the constraint to plug back some values here.
And I discovered to my delight and amazement that the width of the street is 2 over the magnitude of w.
Yes, Brett? STUDENT: So your first x plus is minus b, and x minus is 1 plus b.
PATRICK WINSTON: Yeah.
STUDENT: So you're subtracting it? PATRICK WINSTON: Let's see.
If I've got a minus here, then that makes that minus, and then, the b is minus, and when I take the b over to the other side it becomes plus.","18:52 (1-b) - (1+b) = -2b not 2 right?????????????????????????
Hi, could anyone explain at 19:11, why the vector w disappeared? I think it should be 2*w/||w||, rather than 2/||w||
At 18:48, why is w vector set equal to one? (expression = 2 / ||w vector||)
If anyone was also confused at 19:00, xPlus should actually be -1-b. And so when you substitute it becomes 1-b-(-1-b) = 2. I don't understand where the w vector disappears to though if someone could explain that.
For everyone watching, note that there is a mistake on the board. At 19:20 , a student asked a correct clarification. w dot xPlus should be (1-b) , whereas w dot xMinus should be (-1-b), then you can get the 2/norm(w) equation.
Excellent video, by the way, at 18:52, it should be 1-b and -1-b so you got 2
1. Not really. |w| is going to affect the equation at 19:00. If we keep it as y_i(x_i . w/|w| + b) - 1 = 0 then when plugging those values into the width equation will result in 2, not 2/|w|. I'm still not clear on how omitting |w| is okay.
Hoenir Bhullar Are you saying w in the first equation is a unit vector (so ), and expands to w/||w||? That's the only expansion I can think of. But if so, then how can he replace the w.x in equation 19:00 with .x?
Question at 19:20. y_i ( w . x_i - b ) - 1 = 0 -1 (w . x_i - b) - 1 = 0 -w . x_i - b - 1 = 0 -w . x_i = 1 + b w . x_i = -1 - b Then: (1-b) - (-1-b) = 1 - b + 1 + b = 2"
_PwhiWxHK8o,"STUDENT: Yeah, so if you subtract the left with the right [INAUDIBLE].
PATRICK WINSTON: No.
No, sorry.
This expression here is 1 plus b.
Trust me it works.
I haven't got my legs all tangled up like last Friday, well, not yet, anyway.
It's possible.
There's going to be a lot of algebra here eventually.
So this quantity here, this is miracle number three.
This quantity here is the width of the street.
And what we're trying to do is we're trying to maximize that, right? So we want to maximize 2 over the magnitude of w if we're to get the widest street under the constraints that we've decided that we're going to work with.",sorry~ 19:48 why minus x- become 1+b
_PwhiWxHK8o,"Should we take a break? Should we get coffee? Too bad, we can't do that in this kind of situation.
But we would if we could.
And I'm sure when Vapnik got to this point, he went out for coffee.
So now, we back up, and we say, well, let's let these expressions start developing into a song.
Not like that, that's vapid, speaking of Vapnik.
What song is it going to sing? We've got an expression here that we'd like to find the minimum of, the extremum of.
And we've got some constraints here that we would like to honor.
What are we going to do? Let me put what we're going to do to you in the form of a puzzle.","I got confused by the lecturer insisting that y_i(x_i * w + b) - 1 = 0 equation is ""the constraints"" (e.g. 22:38). This cannot be constraints - it would mean ""the solution (w) should be such that all training samples are in the gutter"", which cannot be satisfied by any solution. I think the actual constraints is the inequality y_i(x_i * w + b) - 1 >= 0, i.e. ""the solution (w) should be such that all training samples are either in the gutter or outside of the street"". Then we look for a vector w which gives the widest possible street while satisfying these constraints. The y_i(x_i * w + b) - 1 = 0 equation is satisfied by the training samples in the gutter (only), so it can be used to show that the formula for the street width is 2/||w|| (17:18) but that's all there is to it - this is not constraints."
_PwhiWxHK8o,"So now, if I only had a unit normal that's normal to the median line of the street, if it's a unit normal, then I could just take the dot product or that unit normal and this difference vector, and that would be the width of the street, right? So in other words, if I had a unit vector in that direction, then I could just dot the two together, and that would be the width of the street.
So let me write that down before I forget.
So the width is equal to x plus minus x minus.
OK.
That's the difference vector.
And now, I've got to multiple it by unit vector.
But wait a minute.
I said that that w is a normal, right? The w is a normal.
So what I can do is I can multiply this times w, and then, we'll divide by the magnitude of w, and that will make it a unit vector.",Can someone clarify how the calculation of the unit normal and the difference vector calculates the width at 16:16?
_PwhiWxHK8o,"So now, my decision rule with this expression for w is going to be w plugged into that thing.
So the decision rule is going to look like the sum of alpha i times y sub i times x sub i dotted with the unknown vector, like so.
And we're going to, I guess, add b.
And we're going to say, if that's greater than or equal to 0, then plus.
So you see why the math is beginning to sing to us now.
Because now, we discover that the decision rule, also, depends only on the dot product of those sample vectors and the unknown.
So the total of dependence of all of the math on the dot products.
All right.
And now, I hear a whisper.
Someone is saying, I don't believe that mathematicians can do it.
I don't think those numerical analysts can find the optimization.
I want to be sure of it.
Give me ocular proof.
So I'd like to run a demonstration of it.
OK.
There's our sample problem.
The one I started the hour out with.
Now, if the optimization algorithm doesn't get stuck in a local maximum or something, it should find a nice, straight line separating those two guys to finding the widest street between the minuses and the pluses.
So in just a couple of steps, you can see down there in step 11.
It's decided that it's done as much as it can on the optimization.
And it's got three alphas.
And you can see that the two negative samples both figure into the solution, the weights on the Lagrangian multipliers are given by those little yellow bars.
So the two negatives participate in the solution as one of the positives, but the other positive doesn't.","There is something unclear for me. At 37:57 How do you know which samples are support vectors, in other words, I mean, how do you know which alpha is zero which alpha is not? Maybe I need some knowledge of Lagrange multiplier to figure out this issue?
The guy seating on the right side at 38:49: how did he come up with this?
Is there anyone who knows how to derive 'alpha' and 'b' in Decision Function(37:35)?"
_PwhiWxHK8o,"So that dot product, not a product, that dot product is, in fact, a scalar, and it's the width of the street.
It doesn't do as much good, because it doesn't look like we get much out of it.
Oh, but I don't know.
Let's see, what can we get out of it? Oh gee, we've got this equation over here, this equation that constrains the samples that lie in the gutter.
So if we have a positive sample, for example, then this is plus 1, and we have this equation.
So it says that x plus times w is equal to, oh, 1 minus b.
See, I'm just taking this part here, this vector here, and I'm dotting it with x plus.
So that's this piece right here.
y is 1 for this kind of sample.
So I'll just take the 1 and the b back over to the other side, and I've got 1 minus b.","I can't understand much at 17:16 , what's with the unit vector W and why do we use it as a unit vector? I thought just projecting (X+ - X-) on to the normal W vector as seen before, would be enough, with no need for length/norm
I got confused by the lecturer insisting that y_i(x_i * w + b) - 1 = 0 equation is ""the constraints"" (e.g. 22:38). This cannot be constraints - it would mean ""the solution (w) should be such that all training samples are in the gutter"", which cannot be satisfied by any solution. I think the actual constraints is the inequality y_i(x_i * w + b) - 1 >= 0, i.e. ""the solution (w) should be such that all training samples are either in the gutter or outside of the street"". Then we look for a vector w which gives the widest possible street while satisfying these constraints. The y_i(x_i * w + b) - 1 = 0 equation is satisfied by the training samples in the gutter (only), so it can be used to show that the formula for the street width is 2/||w|| (17:18) but that's all there is to it - this is not constraints."
_PwhiWxHK8o,"So that's minus sub of alpha i times y sub i times b.
And then, to finish it off, we have plus the sum of alpha sub i minus 1 up there, minus 1 in front of the summation, such as the sum of the alphas.
Are you with me so far? Just a little algebra.
It looks good.
I think I haven't mucked it, yet.
Let's see.
alpha i times y sub i times b.
b is a constant.
So pull that out there, and then, I just got the sum of alpha sub i times y sub i.
Oh, that's good.
That's 0.
Now, so for every one of these terms, we dot it with this whole expression.
So that's just like taking this thing here and dotting those two things together, right? Oh, but that's just the same thing we've got here.
So now, what we can do is we can say that we can rewrite this Lagrangian as-- we've got that sum of alpha i.
That's the positive element.
And then, we've got one of these and half of these.
So that's minus 1/2.","35:00 the whole equation was with sub i byfar, so why do we assume that some summations are different so sub j?"
_PwhiWxHK8o,"So what we're going to do with this first equation is we're going to multiply it by y sub i, and that is now x of i, plus b is equal to or greater than 1.
And then, you know what we're going to do? We're going to multiply the left side of this equation by y sub i, as well.
So the second equation becomes y sub i times x sub i plus b.
And now, what does that do over here? We multiplied this guy times minus 1.
So it used to be the case that that was less than minus 1.
So if we multiply it by minus 1, then it has to be greater than plus 1.
The two equations are the same, because that introduces this little mathematical convenience.
So now, we can say that y sub i times x sub i plus b.
Well, what we're going to do-- Brett? STUDENT: What happened to the w? PATRICK WINSTON: Oh, did I leave out a w? I'm sorry.
Thank you.
Yeah, I wouldn't have gotten very far with that.
So that's dot it with w, dot it with w.
Thank you, Brett.
Those are all vectors.
I'll pretty soon forget to put the little vector marks on there, but you know what I mean.
So that's w plus b.
And now, let me bring that 1 over to the left side, and that's equal to or greater than 0.
All right.
With Brett's correction, I think everything's OK.
But we're going to take one more step, and we're going to say that y sub i times x sub i times w plus b minus 1.","12:00 How does multiplying by yi gives that equation? Can anyone explain?
at 13:00 professor equated the two equations but he didn't multiply the left side of eqn with -1......im really confused
Hi, I have a question about the step he does at 13:29 : He goes for [...] >= 0 to [...] = 0 and then specifies that the second equation verifies the point which are in the gutter. Yet the multiple possible projections of \vec{x} on \vec{w} could give out different scalars depending on \vec{x} and it's position realive to the center of the road. If you assume b to be a constant, how can all of the projection of vectors from inside the gutter be = 0? Shouldn't the equation be valid only for \vec{x} on the border of the gutter?"
_PwhiWxHK8o,"So what we're going to say is this, that if we look at this quantity that we're checking out to be greater than or less than 0 to make our decision, then, what we're going to do is we're going to say that if we take that vector w, and we take the dot product of that with some x plus, some positive sample, now.
This is not an unknown.
This is a positive sample.
If we take the dot product of those two vectors, and we had b just like in our decision rule, we're going to want that to be equal to or greater than 1.
So in other words, you can be an unknown anywhere in this street and be just a little bit greater or just a little bit less than 0.","can someone plz explain why at 8:32, wx+b >=1 for positive samples?
could someone please explain to me why 8:40 to 9:30 is the way it is? I'm so lost on this step... why did it turn from >=0 to >= 1
At 8:58, why is it set to be >=1 and and <= -1, and not 2, -2, or 10, -10? What is special about 1?
Hi guys. I have a question... at 8:52, why is it +1 or -1 when the sample is positive or negative? Shouldn't it be some quantity like +delta? (what I mean by delta here is a small positive real number).
At 9:00 why do we choose the quantity to be greater that 1? Is there a motivation for that or it can be any number and the derivation would still be valid?"
_PwhiWxHK8o,"So what's w multiplied by? Well, it's multiplied by x and y sub i and alpha sub i.
All right.
So that means that this expression, this derivative of the Lagrangian, with respect to w is going to be equal to w minus the sum of alpha sub i, y sub i, x sub i, and that's got to be set to 0.
And that implies that w is equal to the sum of some alpha i, some scalars, times this minus 1 or plus 1 variable times x sub i over i.
And now, the math is beginning to sing.
Because it tells us that the vector w is a linear sum of the samples, all the samples or some of the sample.
It didn't have to be that way.
It could have been raised to a power.
It could have been a logarithm.
All sorts of horrible things could have happened when we did this.
But when we did this, we discovered that w is going to be equal to a linear some of these vectors here.",27:50 xi should be a vector. but he caught up at 28:45. Beautifully explained.
_PwhiWxHK8o,"Some of the vectors in the sample set, and I say some, because for some alpha will be 0.
All right.
So this is something that we want to take note of as something important.
Now, of course, we've got to differentiate L with respect to anything else it might vary, so we've got to differentiate L with respect to b, as well.
So what's that going to be equal to? Well, there's no b in here, so that makes no contribution.
This part here doesn't have a b in it, so that makes no contribution.
There's no b over here, so that makes no contribution.
So we've got alpha i times y sub i times b.","29:25 oh b is a variable? How? Isn't b a constant value past which samples are positive? Why does he derivate with respect to that?
29:18 the perpendicular vector w seems like the ""mean"" of all the data point ""vectors"", is that the eigen vector ?? just a dummy guess
27:50 xi should be a vector. but he caught up at 28:45. Beautifully explained."
_PwhiWxHK8o,"We don't know anything about it's length, yet.
Then, we also have some unknown, say, right here.
And we have a vector that points to it by excel.
So now, what we're really interested in is whether or not that unknown is on the right side of the street or on the left side of the street.
So what we'd what to do is want to project that vector, u, down on to one that's perpendicular to the street.
Because then, we'll have the distance in this direction or a number that's proportional to this in this direction.
And the further out we go, the closer we'll get to being on the right side of the street, where the right side of the street is not the correct side but actually the right side of the street.
So what we can do is we can say, let's take w and dot it with u and measure whether or not that number is equal to or greater than some constant, c.
So remember that the dot product has taken the projection onto w.
And the bigger that projection is, the further out along this line the projection will lie.","5:36 Sir, is that what is called an eigenvector?"
_PwhiWxHK8o,"You differentiate those with respect to what you're differentiating with respect to, and everything turns out the same.
So what you get when you differentiate this with respect to the vector, w, is 2 comes down, and we have just magnitude of w.
Was it the magnitude of w? Yeah, like so.
Was it the magnitude of w? Oh, it's not the magnitude of w.
It's just w, like so, no magnitude involved.
Then, we've got a w over here, so we've got to differentiate this part with respect to w, as well.
But that part's a lot easier, because all we have there is a w.
There's no magnitude.
It's not raised to any power.","In 27:10, why was ||w|| transformed to the w vector?"
a1RaIqkdG0c,"And then, I just say the best time to end the party is at this time.
Time, which was discovered here, and the number of celebrities who are going to be attending is max count.
OK.
So this is essentially the code for the algorithm.
And this thing here is doing the slightly more relaxed check that I alluded to, which was like when you have 6:00, you're not just looking for 6:00 here, you're looking for 6:00 within this interval that looks like this.
So 6:00 is definitely within this, but it would not be-- 6:00 is not inside 5:00 and 6:00 as I described to you before, right? So that's simply the check.
That's why you have a less than equal to here and a strictly greater than over here, just to take care of that closed and open part of it.
So again, if you don't understand every nuance in this code, it's not that big a deal.
But hopefully you have the overall picture, right? Makes sense, right? So as you can imagine, there's a much better way.
There's a much better way that isn't as exhaustive as this one.
And do people have a sense of what a better way would be, or would you like a hint? And anyone want to conjecture a different way of solving this problem that's-- yeah, go ahead.
AUDIENCE: The exhaustiveness of this algorithm? SRINI DEVADAS: Ah, so the exhaustiveness of this algorithm is as follows.
So basically what I'm saying is-- what I'm saying is I'm going to go look at the range of times.
And all of these are per hour, right? Everything is per hour.
I'm going to look at the range of times, and I'm going to go ahead and include 6:00 through 12:00 here.
And I'm going to go 6:00, and I'm going to go figure out at 6:00 how many celebrities exist.
And then at 7:00, how many celebrities exist, and then at 8:00 all the way to 12:00, right? And I'm going to get in count, which is that list there, I'm going to get for each-- for count 6:00, I'm going to say two.","no matter how I think of it, the code at 13:45 is wrong, and there should be ""or"" instead of ""and"" at the loop where check celebrity is in the range time, because if she was already in, she is counted, and if she was going to go out within that time as well, she is also counted, so I can't understand why there is an AND instead of OR"
aDmFyu0Yt7s,"The decision question is does white win? Now we end up with a tie in the case white doesn't win.
You can also change that by having a long path of blacks.
And black is going to sit there flipping, trying to get to flipping their edge.
And the length of the wire is exactly how long it takes to fill in all these things.
Yeah.
AUDIENCE: The reason why they have that gadget there at the end is you need to set exactly a certain number of them true? Before black can, and so-- PROFESSOR: Oh.
I see.
Right.
Yeah.
That's a little more subtle.
OK.
Zero minutes remaining.
The same crossover works.
And you can also build a protected OR.
Protected OR is where you never have both of these coming in.
If you allow me the notion of a free edge, which is just floating there and can be reversed whenever you want, this is a white edge, then this will act as a OR, because this choice gadget can only go one way or the other.
It's only one of the inputs can actually flip one of these edges, and then the OR will just take it.
So we can build predicted ORs.
And then I have a bunch of PSPACE hardness proofs based on bounded constraint logic, but I suggest we wait til Thursday to see this.
Because they're kind of fun.
And I'd rather spend a little time going through the proof details.
So you'll have to wait in suspense before we get to Amazons, which is a very fun-- you should play Amazons meanwhile, if you get a chance.
It's very fun if you have a chessboard around.
And Konane, which is an ancient, at least 300-year-old game from Hawaii, and Cross Purposes, which is a modern game.",Can someone explain that comment at 1:18:44 ? It seems useful but I don't understand what that gadget is good for.
aIsgJJYrlXk,"It's either odd or even, that's two.
And then my current city.
And I have n possible options for my current city.
It could be city one, city two, city three, so that's n.
So I have n options here.
I have two options here.
That's why I'm saying my whole state space is two times n, okay? All right.
Okay.
So let's try out this example.
Let's not put it in.
Uh, just talk to your neighbors about this, and then maybe, if you have ideas just let me know in a minute.
So- okay.
So what is the difference here? So we're traveling from city one to city n, and then the constraint is changed.
Now, we want to visit at least three odd cities.
So that's what we wanna do.
And then the question is, what is the minimal state? Talk to your neighbors.
[NOISE] All right.
Any ideas? Any ideas? [BACKGROUND] What is a possible state? Like it- don't worry about the minimal even, like for now.
Like what do I need to keep track of? Number of odd cities.
Number of, number of odd cities? Yeah.
Okay.
So- and is that it? Do I need to just know the number of odds cities? Um, or number of odd is about your, uh, [OVERLAPPING] So number- so, so what I meant is I also need to have current city, right? So, okay.",Thank you! On 1:07:29 how do you get 2N of options if it's an acyclic graph?
