,video_id,paragraph,questions
162,UHBmv7qCey4,"So I want the alpha over here.
That'll be sort of a byproduct of picking that test.
And with all that stuff in hand, maybe that will be enough to calculate Wt plus 1.
So we're going to use that classifier that we just picked to get some revised weights, and then we're going to go around that loop until this classifier produces a perfect set of conclusions on all the sample data.
So that's going to be our overall strategy.
Maybe we've got, if we're going to number these things, that's the fourth big idea.
And this arrangement here is the fifth big idea.
Then we've got the sixth big idea.
And the sixth big idea says this.
Suppose that the weight on it ith sample at time t plus 1 is equal to the weight at time t on that same sample, divided by some normalizing factor, times e to the minus alpha at time t, times h at time t, times some function y which is a function of x, But not a function of time.","""Where did that formula come from?"""
163,UroprmQHTLc,"This defense is good against that virus.
All right, so each virus, I have a defense for.
So an example would be-- these are, by the way, dated viruses, but that's when the slides were made.
So against the Mydoom virus, you could use Defender, Microsoft Defender.
Against the ILOVEYOU virus, you could use Norton.
Against the Bablas virus, you could use ZoneAlarm.
Well, is that what we want? It's expensive.
It means that for every different virus, I need a different defense.
I have to spend a fortune on software.
This is not what we want.
So that's when for every virus, there's a defense, but the quantifiers are in the wrong order.
Let's reverse them.
Suppose I tell you that there's one defense that's good for all viruses.
There is a defense such that for every virus, d protects against v.
For example, if d is MITviruscan, then it would be wonderful if it was true that d protects against all viruses, there's one defense good against every attack.
That's what we want because it's a lot cheaper.
All right, let's start looking at a concrete mathematical example.","He stated that each virus requires a unique defense. However, why must the defense differ for each one? The statement implies that there is a defense capable of protecting against all viruses. Is it not possible for a single defense to be effective against multiple viruses? For example, antivirus software like Norton can protect against viruses such as MYDOOM, ILOVEYOU, and BABLAS."
164,UroprmQHTLc,"Well, let's shift again, the point being here both we're looking at alternate quantifiers, and we're understanding that the truth of a proposition with quantifies depends crucially on the domain of discourse.
If we let the domain of discourse be the negative reals, then what this is saying is that for every negative real, there's a bigger negative real.
And that, of course, is true.
Because if you give me a negative real r, then r over 2, because it's negative, is actually bigger than r.
And it will not be positive if r isn't positive.
So sure enough, G in this case is true.
All right, let's reverse the qualifiers and see what happens.
It's worth thinking about.
So let's call H the assertion that for every y-- sorry, that there exists a y such that for every x, x is less than y.",How can r over 2 be positive?
165,VJzv6WJTtNc,"And it's not clear with all that common basis for returning what value they have.
It's not immediately obvious that they're independent, but as a matter of fact they are.
And again this is absolutely something that you should check out.
If you don't stop the video now to work it out, you should definitely do it afterward.
It's an important little exercise and it's easy to check.
All you have to do is check that the probabilities of the event of odd number of heads in the event all match are independent as events.
Or you could use the random variable definition and check that these two random variables were independent by checking 4 equations because this can have values 0 and 1.","The probability of event O, Pr(O), is 1/2, whereas the conditional probability of event O given event M, Pr(O|M), is 1, which is not equal to Pr(O) because M signifies the outcome 111. Therefore, I deduce that these two events are not independent. Could I be mistaken? Is there an error?"
166,VYZGlgzr_As,"And then we've got flow conservation.
And the important thing here is that I don't have it for all V, but I do have it for vertices, V, that are not the source or the sink.
And I'm going to require f(u,v) equals 0, right? And the last one, which I haven't talked about, but becomes easy to talk about, given this constraint, is skew symmetry.
So if you take-- this doesn't have to be an edge between u and v.
Now, I'm talking about the flow, f, between u and v.
And so the u could be s, which is the source.
v could be t, which is the sink.
So in general, I'm not talking about a flow.","How does the sum even work? Does the sum of flow values outgoing from all vertices, except for the source and sink, equal zero?"
167,VYZGlgzr_As,"SRINIVAS DEVADAS: d, b is going out.
That's exactly right, d, b.
And the plus 2, it would be d, T, right? And so you have to do the enumeration.
It's worthwhile doing once.
And then it gets kind of boring.
We won't to do it again.
But you have to realize that you have to absolutely look at every pair of vertices.
And you have to use skew symmetry and ensure that, even though there's actually no edge going out, if there's an edge coming in, you've got to count that.
And that's going to get a negative.
Whatever is coming in, you've got to subtract, OK? So it's not that complicated.
Yeah, go ahead.
STUDENT: Do we not consider S, c? SRINIVAS DEVADAS: I'm sorry? STUDENT: Do we not consider S, c? SRINIVAS DEVADAS: So the beauty of this is that, when you don't have a particular edge from S to c, you can use skew symmetry to argue that S, c and c, S cancel out each other, all right? So that's the good part, right? And thanks for asking the question.
That's a good question.
All right.
Here you go.
So you can do that by just looking at the edges.
And you can add up the numbers, all right? And so I don't think this is going to be absolutely crucial to understand the rest of the lecture.
Keep this in mind, that there's a process by which you define the value of a cut.
And we're going to get back to this, when we prove the max-flow min-cut theorem next time.","During the lecture, one student inquired as to why we don't consider the path from s to c. Srinivas explained that when there is no specific edge from s to c, you can employ skew symmetry to argue that the paths from s to c and from c to s cancel each other out. I didn't understand his explanation. If we are focusing on f(S, T), why does the path from c to s become relevant and negate the path from s to c?"
168,VYZGlgzr_As,"So what I've done here is invoke, essentially, this, except it's not exactly that, in the sense that it's written a little bit differently.
But if you see what's going on here, what I've done is look at this s, and I've said, think of this s as being cap V minus s.
Right? So that gives you s.
And those are clearly disjoint, right? Those are clearly disjoint sets.
There is this one and this one are disjoint sets.
That's what I mean to say.
I mean, these two aren't disjoint, but this and that are disjoint.
And that's what you need, in order to invoke the little property that you have here.
And so that all make sense? You see why I did that? OK? What can I say about either of these two quantities? Can I say something about either of these two quantities? Yeah? STUDENT: f(V,V) is 0.","Why does f(s, V) equal f(V, V) minus f(V - s, V)?"
169,VYZGlgzr_As,"So you can see that, pretty quickly, it gets kind of confusing, if we end up having these cycles that are such simple cycles, especially the ones where you have Su and Us, OK? And so we're going to disallow cycles of two kinds, right? The first cycle we're going to disallow is this simple one where we say, if I have a, then no self-loop edges allowed.
So that would involve accumulation at a particular node.
And it's going to make things really confusing.
And CLRS disallows that.
And most flow network algorithms assume that you're just going to discard these cycles.
This particular transformation that I'm going to describe here is something that is going to be forced on you.
And this is for your benefit in over 6 lectures and sections.
But it's not actually something that CLRS follows.","""What was the purpose of prohibiting self-edges and cycles, such as (u,v) and (v,u)? I'm not entirely clear on the distinction between net flow and positive flow, nor do I understand the implications of the professor's assumption on the subsequent definitions, constraints, and the proof itself."""
170,VYZGlgzr_As,"You know, dump the source on the left, and dump the sink on the right.
And you compute the flow the way we've defined it.
That's the flow.
It doesn't matter how you partition these vertices, as long as you've got the source on the left and the sink on the right, OK? And so we can prove this using implicit summation notation.
We'll do that.
And that'll give you a really good sense of why this statement is true, because we know that, for any given cut, the flow that cut is bounded by the capacity of that cut, right? You know that.
But to show this, here's how we could show that, f(S, T) is f(S, V) minus f(S, S), OK? So I'm playing around, just like I did before.
I had taken the cap T-- I know that S union T is cap V, right? This is a partition.
So I know that S union T is cap V.
So I can put a V here and an S here, right? And that's a subtraction over there, of course, right? So put that up here and finish this, a couple more lines.","The proof appears somewhat odd; he has split the right-hand side (RHS) term in the parentheses into two parts, yet according to the rules he provided earlier, the left-hand side (LHS) term in the parentheses should be broken up."
171,VrMHA3yX_QI,"If we rerun that, we see that it trains itself up very fast.
So we seem to be still close enough to a solution we can do without one of the neurons in each column.
Let's do it again.
Now it goes up a little bit, but it quickly falls down to a solution.
Try again.
Quickly falls down to a solution.
Oh, my god, how much of this am I going to do? Each time I knock something out and retrain, it finds its solution very fast.
Whoa, I got it all the way down to two neurons in each column, and it still has a solution.
It's interesting, don't you think? But let's repeat the experiment, but this time we're going to do it a little differently.
We're going to take our five layers, and before we do any training I'm going to knock out all but two neurons in each column.
Now, I know that with two neurons in each column, I've got a solution.
I just showed it.
I just showed one.
But let's run it this way.
It looks like increasingly bad news.
What's happened is that this sucker's got itself into a local maximum.
So now you can see why there's been a breakthrough in this neural net learning stuff.
And it's because when you widen the net, you turn local maxima into saddle points.
So now it's got a way of crawling its way through this vast space without getting stuck on a local maximum, as suggested by this.
All right.
So those are some, I think, interesting things to look at by way of these demonstrations.
But now I'd like to go back to my slide set and show you some examples that will address the question of whether these things are seeing like we see.
So you can try these examples online.
There are a variety of websites that allow you to put in your own picture.
And there's a cottage industry of producing papers in journals that fool neural nets.
So in this case, a very small number of pixels have been changed.
You don't see the difference, but it's enough to take this particular neural net from a high confidence that it's looking at a school bus to thinking that it's not a school bus.","So I understand that the picture on the left is a school bus, but can someone explain to me what is in the picture on the right?"
172,VrMHA3yX_QI,"Let's see, it might look like this.
There's a [? summer.
?] There's a minus 1 up here.
No.
Let's see, there's a minus 1 up-- [INAUDIBLE].
There's a minus 1 up there.
There's a multiplier here.
And there's a threshold value there.
Now, likewise, there's some other input values here.
Let me call this one x, and it gets multiplied by some weight.
And then that goes into the [? summer ?] as well.
And that, in turn, goes into a sigmoid that looks like so.
And finally, you get an output, which we'll z.","Could someone clarify what he is doing with the -1 and the threshold value? I watched his previous lecture, 12a, but I still don't quite understand how he eliminates thresholds by doing that."
173,WO6vQJ6Rhm8,"You start saying, aha, that sentence sounds like recursion.
And that's right.
That's how we're going to solve this problem.
OK? So, in particular, here's going to be our thing.
I'm going to do a slightly different one in the solution-- so you guys should all be vigilant-- which is I'm going to write x ij to be the min work to convert.
I'm not a Python programmer, but hopefully I got this right.
i colon is going to be everything from i to the end of the file.
So in other words, this is the suffix version of our problem-- and into B j colon, like that.
OK.","If I had Document A and created Document B as a copy of A, but with the first line moved to the end, wouldn't continuous swaps and incrementing the line indices i and j by one result in all possible swaps? In this scenario, after each swap, the lines would not match, as indicated in condition 3. Edit: This issue was clarified later."
174,WPSeyjX1-4s,"And here's the way to think about it recursively.
I want to move a tower of size n, I'm going to assume I can move smaller towers and then it's really easy.
What do I do, I take a stack of size n minus 1, I move it onto the spare one, I move the bottom one over, and then I move a stack of size n minus 1 to there, beautiful, recursive solution.
And how do I move the smaller stack? Just the same way, I just unwind it, simple, and, in fact, the code follows exactly that.
OK, I do a little [INAUDIBLE] domain up here to try and get your attention, but notice by doing that what did I do? I asked you to think about it recursively, the recursive solution, when you see it, is in fact very straightforward, and there's the code.","""Is anyone else having trouble understanding the Hanoi code?"""
175,WPSeyjX1-4s,"And you can see now it says, if either x is equal to 0 or x is equal to 1 I'm going to return 1, otherwise, reduce it to two simpler versions of the problem but with different arguments, and I add them up.
OK, and if we go look at this, we can actually run this, if I can find my code.
Which is right there, and I'm just going to, so we can, for example, check it by saying fib of 0.
I just hit a bug which I don't see.
Let me try it again.
I'll try it one more time with fib of 0.
Darn, it's wrong, let me try it.
I've got two different versions of fib in here, that's what I've got going on.","If you act quickly and look at line 165, you'll notice he has a scenario where n equals 1. Although the subsequent code isn't visible, it behaves as depicted in his slide, calculating n minus 1 and n minus 2. When he inputs 0, the base case of n equaling 1 doesn't apply, leading him to continuously decrement n into negative values, resulting in infinite recursion. However, an interesting takeaway is that a module can contain two functions with identical signatures, and in such instances, Python opts to execute the second one."
176,WPSeyjX1-4s,"But notice, every other thing I do here, I've actually computed those values.
I'm wasting measures, or wasting time, it's not so bad with fib of 5, but if this is fib of 20, almost everything on the right hand side of this tree I've already computed once.
That means fibs very inefficient.
I can improve it by using a dictionary, very handy tool.
I'm going to call fib not only with a value of n, but a dictionary which initially I'm going to initialized to the base cases.
And notice what I do, I'm going to say if I've already computed this, just return the value in the dictionary.
If I haven't, go ahead and do the computation, store it in the dictionary at that point, and return the answer.","I appreciated that the recursive Fibonacci code (the inefficient version) had some optimization flaws, but I couldn't grasp how the modified dictionary became the argument for fibo_efficient(n, d). I mean, we modified 'd', but wasn't it already passed to fibo_efficient(n, d) as an argument?
""Thanks! The lecture on recursion was excellent. Its purpose was clearly defined and thoroughly explained. By the way, did anyone notice the 'code error' related to the base case?""
What would happen if you wanted to call fib_efficient(0, d)?"
177,WPSeyjX1-4s,"I say I need to prove that if it's true for an arbitrary value of n, I'm just going to prove that it's also then true for n plus 1.
And if I can do those two things I can then conclude for an infinite number of values of n it's always true.
Then we'll relate it back to programming in a second, but let me show you a simple example of this, one that you may have seen.
If I had the integers from 0 up to n, or even from 1 up to n, I claim that's the same as n times n plus 1 over 2.
So 1, 2, 3, that's 6, right.
And that's exactly right, 3 times 4, which is divided by 2, which gives me out 6.
How would I prove this? Well, by induction? I need to do the simple cases if n is equal to 0, well then this side is just 0.
And that's 0 times 1, which is 0 divided by true.
So 0 equals 0, it's true.
Now the inductive step.
I'm going to assume it's true for some k, I should have picked n, but for some k, and then what I need to show is it's true for k plus 1.
Well, there's the left hand side, and I want to show that this is equal to that.
And I'm going do it by using exactly this recursive idea, because what do I know, I know that this sum, in here, I'm assuming is true.
And so that says that the left hand side, the first portion of it, is just k times k plus 1 over 2, that's the definition of the thing I'm assuming is true.
To that I'm going to add k plus 1.
Well, you can do the algebra, right? That's k plus 1 all times k over 2 plus 1, which is k plus 2 over 2.
Oh cool, it's exactly that.
Having done that, I can now conclude this is true for all values of n.","""Why did Prof. Grimson add k+1 to k(k+1)/2?"""
178,WPSeyjX1-4s,"If it's either 0 or 1 long, it's a palindrome.
Otherwise you could think about having an index at each end of this thing and sort of counting into the middle, but it's much easier to say take the two at the end, if they're the same, then check to see what's left in the middle is a palindrome, and if those two properties are true, I'm done.
And notice what I just did I nicely reduced a bigger problem to a slightly smaller problem.
It's exactly what I want to do.
OK? So it says to check is this, I'm going to reduce it to just the string of characters, and then I'm going to check if that's a palindrome by pulling those two off and checking to see they're the same, and then checking to see if the middle is itself a palindrome.
How would I write it? I'm going to create a procedure up here, isPalindrome.
I'm going to have inside of it two internal procedures that do the work for me.
The first one is simply going to reduce this to all lowercase with no spaces.
And notice what I can do because s is a string of characters.
I can use the built in string method lower, so there's that dot notation, s.lower.
It says.
apply the method lower to a string.
I need an open and close per end to actually call that procedure, and that will mutate s to just be all lowercase.
And then I'm going to run a little loop, I'll set up answer or ans to be an empty string, and then, for everything inside that mutated string, I'll simply say, if it's inside this string, if it's a letter, add it into answer.
If it's a space or comma or something else I'll ignore it, and when I'm done just return answer, strips it down to lowercase.
And then I'm going to pass that into isPal which simply says, if this is either 0 or 1 long, it's a palindrome, returned true.
Otherwise, check to see that the first and last element of the string are the same, notice the indexing to get into the last element, and similarly just slice into the string, ignoring the first and last element, and ask is that a palindrome.
And then just call it, and that will do it.
And again there's a nice example of that in the code I'm not going to run it, I'll let you just go look at it, but it will actually pull out something that checks, is this a palindrome.
Notice again, what I'm doing here.
I'm doing divide-and-conquer.
I'm taking a problem reducing it, I keep saying this, to a simpler version of the same problem.","Shouldn't ""and isPal(s[1:-2])"" be at the penultimate line, with ""-2"" instead of ""-1""?"
179,WQHOImO0pX0,"And I'm going to say that s HALTS-- the string has this property called halting or HALTS-- if and only if this procedure P that s describes returns successfully when it's applied to s.
This is where we're really doing a diagonal argument.
We're taking the sth object-- the procedure that's described by s and applying it to s.
And that's kind of going down the diagonal of s applied to s, where the n-th element of the n-th row in a pictorial diagonal argument.
That's the idea that we're going here.
But let's to go back to the definition.
A string is said to HALT if when you interpret it as the description of a procedure that takes a string argument and you apply that string procedure to that very same thing, s, you successfully return.","The assumptions presented in this lecture, which are listed below, appear to be nonsensical. I would appreciate some assistance in understanding them:

1. An infinite string is computable. The sole definition provided for ""computable"" refers to segments of infinite strings. However, most computing deals with finite entities, and even when computations involve irrational numbers, there is no need to calculate all their digits. How is this definition of ""computable"" logical?

2. There is a countably infinite number of procedures. Given the limitations on size in the programming world we operate within, how can there be an infinite number of procedures? A large finite number is conceivable, but infinite?

3. There are uncountably many infinite binary strings that are non-computable. It is true that there are uncountably many irrational numbers, which would mostly be non-computable according to the previous definition. But what relevance does this have to actual computers halting in the real world?

4. HALT is defined as a program that terminates when given its own source code as input (refer to Slide 7). This definition of HALT is peculiar. Why is this specific input the only scenario considered?

5. A type-checking program, C, is said to exist based solely on the program text, s. Can a flawless type-checking procedure truly exist without any knowledge of the inputs to s? These explanations seem vague and forced. What crucial information am I overlooking?"
180,WQHOImO0pX0,"It's impossible to write a procedure that determines of strings whether they describe a procedure that HALTS when applied to itself.
OK.
That at least gives us some concrete problem that we can say is not something that a computer can do.
Even though it's a very well defined clear question, it's just not possible to get a computing procedure that will on an arbitrary string, figure out the right answer.
Any program that applied to strings is trying to do this job, either it will give the wrong answer.
Or if it never gives a wrong answer, it means it doesn't give an answer at all on some strings.
All right.","The assumptions presented in this lecture, which are listed below, appear to be nonsensical. I would appreciate some assistance in understanding them:

1. An infinite string is computable. The sole definition of ""computable"" provided relates to segments of infinite strings. However, most computing deals with finite entities, and even when computing involves irrational numbers, there is no need to compute all their digits. How is this definition of ""computable"" logical?

2. There is a countably infinite number of procedures. Given the limitations on size in the programming world, how can there be an infinite number of procedures? A large finite number is plausible, but infinite?

3. There are uncountably many infinite binary strings that are non-computable. While it's true that there are uncountably many irrational numbers, most would be ""non-computable"" according to the previous definition. But what relevance does this have to real-world computers and the halting problem?

4. HALT is defined as a program that terminates when given its own source code as input (refer to Slide 7). This definition of HALT is peculiar. Why is this specific input the only scenario considered?

5. A type-checking program, C, is said to exist based solely on the program text, s. Can a flawless type-checking procedure truly exist without any knowledge of the inputs to s? These explanations seem vague and forced. What crucial information am I overlooking?"
181,WQHOImO0pX0,"ROFESSOR: [? Diagonal ?] arguments are elegant, and infinite sets-- some people think-- are romantic.
But you could legitimately ask what is all this weird infinite stuff doing in a course that's math for computer science? And the reason is that diagonal arguments turn out to play a fundamental role in the theory of computing.
And what we're going to talk about now is the application of diagonal arguments to show that there are noncomputable sets and examine a particular one.
So let's look at the class of infinite binary strings.
Now, we've seen that there are an uncountable number of infinite binary strings, and that's because there was a simple bijection between the infinite binary strings and the subsets of the natural numbers-- that is the power set of n.
Let's look at the infinite binary strings that we might think of and call computable strings.
And what I mean by a computable string is that there's simply a procedure that will tell me what its digits are.","The assumptions presented in this lecture, which are listed below, appear to be nonsensical. I would appreciate some assistance in understanding them:

1. An infinite string is computable. The sole definition provided for ""computable"" relates to segments of infinite strings. However, most computing deals with finite entities, and even when computing involves irrational numbers, there is no need to compute all their digits. How is this definition of ""computable"" justified?

2. There is a countably infinite number of procedures. Given the limitations on size in the programming world, how can there be an infinite number of procedures? A large finite number is understandable, but infinite?

3. There are uncountably many infinite binary strings that are non-computable. It is true that there are uncountably many irrational numbers, which are mostly non-computable according to the previous definition. But what relevance does this have to the halting of real-world computers?

4. HALT is defined as a program that returns when given its own source code as input (refer to Slide 7). This definition of HALT is peculiar. Why is this specific input the only scenario considered?

5. A type-checking program C exists that operates solely based on the program text s. Is it possible for a perfect type-checking procedure to exist without any knowledge of the inputs to s? These explanations seem vague and forced. What crucial information am I overlooking?"
182,WQHOImO0pX0,"So what I mean is that the procedure applied to argument n will return the n-th digit of the string s.
That's the definition of what I mean by saying s is computable.
I can compute its digits, whichever digits are needed.
Now, we saw that there were only a countable number of finite binary sequences, and I mention that now because I want to think about sequences over the slightly larger alphabet instead of 0 1, the 256 ASCII characters.
And by the same argument, the set of finite ASCII strings is also countable.
You just list them in order of length-- same argument that we used for the binary strings.
Now, the point of looking at the ASCII strings-- the 256 keyboard characters-- is that every procedure that we enter into a computer, we type in an ASCII string.
Every procedure can be represented by an ASCII string.
And since they're only countably many finite ASCII strings, it follows that there are only countably many computable procedures.
Now, since in order to be a computable infinite string, there has to be a procedure which computes is digits, we can immediately conclude that there are only countably many infinite binary sequences that are computable-- only countably many computable infinite binary sequences.
But I already said there are an uncountable number of those infinite binary sequences.
So it has to be that there are noncomputable sequences, noncomputable infinite binary strings, that exist.
So we can conclude that as a matter of fact, since the set of infinite binary strings is uncountable and the computable ones are a countable subset, there have to be an uncountable number of noncomputable infinite binary sequences.
Most infinite binary sequences are actually noncomputable.
OK.
That's kind of abstract thing to know.","The assumptions presented in this lecture, which are listed below, appear to be nonsensical. I would appreciate some clarification. 

1. The concept of an infinite string being computable is introduced, yet the only definition of ""computable"" provided relates to segments of infinite strings. Typically, computation involves finite entities, and even when dealing with irrational numbers, there is no need to compute all their digits. How is this definition of ""computable"" justified?

2. The claim that there exists a countably infinite number of procedures is puzzling. Given the limitations on size in the programming world, how can there be an infinite number of procedures? A large finite number seems plausible, but infinite?

3. It is stated that there are uncountably many infinite binary strings that are non-computable. While it's true that there are uncountably many irrational numbers, most would be ""non-computable"" according to the previous definition. However, what relevance does this have to the actual halting of real-world computers?

4. The HALT operation is defined as a program that returns when given its own source code as input, as shown on slide 7. This definition is peculiar. Why is this specific input the only scenario considered?

5. The existence of a type-checking program C that operates solely based on the program text s is proposed. Is it possible for a perfect type-checking procedure to exist without any knowledge of the inputs to s? These explanations seem vague and forced. What crucial information am I overlooking?"
183,X0Jw4kgaFlg,"So if i doesn't equal j we're going to get a 0, and if i does equal j, well, then we're going to get the regular one variable derivative of the logistic function, which if I remember correctly, you were asked to compute-- now I can't remember whether it's assignment, 1 or assignment 2, but one of the two asked you to compute it.
So our Jacobian for this case looks like this.
We have a diagonal matrix with the derivatives of each element element along the diagonal and everything else is 0.
OK, so let's look at a couple of other Jacobians.
So if we are asking, if we've got this Wx plus b basic neural network layer and we're asking for the gradient with respect to x, then what are we going to have coming out is that that's actually going to be the matrix W.","The reasons why the non-diagonal elements of the Jacobian are equal to zero might be somewhat unclear. The derivatives at non-diagonal positions are zero because h1 is the output corresponding to the input z1 and is not affected by any other inputs. Therefore, h1 will only change with respect to dh1/dz1 when there is a change in z1, and it will remain unchanged (0) with respect to changes in other inputs, such as z2 or z3."
184,XROTP1RiNaA,"And we'll start with versions of SAT because we like SAT.
So I'm just going to tell you that sharp 3SAT is hard.
First sharp SAT is hard, and the usual proof of SAT hardness shows sharp P completeness for sharp SAT.
And if you're careful about the conversion from SAT to 3CNF you can get sharp three satisfied.
It's not terribly interesting and tedious.
So I will skip that one.
So what about Planar 3SAT? I stared at this diagram many times for a while.
This is lecture seven for replacing a crossing in a 3SAT thing with this picture.
And all of this argument and this table in particular, was concluding that the variables are forced in this scenario.","""Where is the lecture that contains the problems and reductions you began referring to earlier? Thank you."""
185,XhyOAX6oSX4,"And if you take a different sample, the hypothesis might look very different.
And it still doesn't fit your data at all.
It's just capturing the noise, but maybe hasn't captured the signal.
So it's weighs a lot depending on the sample that you get.
But still it doesn't go through it so that it- it is kind of overfitting and underfitting at the same time.
But these are just heuristics, right? So what- what you, um, what you want to do in general, um, what- what we've discussed so far is- is- is mostly for you to build a mental model of what's going on under the covers, okay? But what you actually do in practice, the actions that you take, is what we're going to discuss next, and that's called cross-validation.","Can we say that it is underfitting the signal and overfitting the noise? Also, is it considered a good model if it is underfitting the noise and overfitting the signal?"
186,XhyOAX6oSX4,"And that, that's called bootstrap.
However, bootstrap is generally used for um, bootstrap is- is generally used to obtain um- what -what we saw previously as the sampling distribution for getting an -an- uh- a distribution over your parameters, right? And uh, it's not commonly used in machine learning where the goal is to do prediction on unseen examples.
Uh- it's, it's more of a technique to get um- uncertainty estimates or confidence intervals on your model parameters.
And that's more commonly used in- in- in more classical statistics settings where you want to get confidence intervals on your parameters.
Um, it doesn't- it doesn't help us a lot in terms of getting generalization error estimates.
All right.
Regularization.
So first let's, uh- we gonna have a quick, um- a quick motivation for regularization.","You said that bootstrap isn't widely used in machine learning, but it forms the basis for random forests and other tree-based algorithms, correct?"
187,Xm5VrxZYhu4,"So it will be like two symmetric relations rather than a inverse relation.
So this is where, uh, DistMult fails [NOISE].
Um, and then the last place, uh, where, uh, DistMult fails is, uh, composition, uh, relations, right? And the problem is that DistMult defines hyperplane for, uh, each, uh, head, er, relation pair and the union of hyperplanes induced by this, er, by this composition of relations cannot be expressed by a single, uh, hyperplane.
So kind of, you know, a union or an intersection of hyperplanes is not a hyperplane, uh, anymore.
So that's why- th- that's the intuition why composition relations, uh, are also not possible.","Thank you for the lecture! I believe the proof that DistMul cannot model inverse relations is incorrect. We have <h, r2, t> = <t, r1, h> for specific h and t. Therefore, the equation suggests that r1 - r2 should belong to a specific hyperplane; however, this does not imply that r1 equals r2."
188,Xnpt8US31cQ,"And then again, you say, Aha, now I'm here, I wanna go deeper.
And you keep descending until you hit, uh, the, uh, individual cell, and this is when you, uh, when you stop and you put an edge.
Um, this means that you are going to land in a given, um, in a given cell exactly with the probability, um, uh, according to that cell.
The only difference is that you may get a couple of edges colliding, right? You may land to the same cell multiple times.
If that happens, just ignore it, uh, and try again.
And this gives you now a very fast way to generate a- a Kronecker graph, right? So, uh, basically, this, uh, edge-dropping or ball-dropping mechanism basically says, um, take the initia- initial, uh, matrix, whatever are the entries, uh, normalize them and then keep dropping in, um, in- keep descending in until you hit an individual cell and put an edge there, right? Put a value 1 there, and this would mean that you have connected nodes, uh, i and j that are in a column, uh, in the row i and column j.","Thank you for sharing. The Fast Kronecker Generator algorithm does not decrease the number of simulations required; instead, it conserves memory by avoiding the need to store a large probability matrix. This is achieved by recursively breaking down the levels from the initial probability matrix. Therefore, the primary benefit is memory savings rather than simulation speed, correct? The algorithm is considered 'fast' because we can halt at an intermediate level and use a single simulation as an approximation for the 'edge' or sub-matrix. Is my understanding accurate? Thank you once again for sharing this information."
189,Xv0wRy66Big,"And intuitively, the idea is that rather than summing here over all the nodes, uh, in the network, we are only going to sum over a subset of the nodes.
So essentially, we are going to sample a couple of negative examples and sum, uh, over them.
So the way the approximation works out is that, um, we, um, we can- we can view this as an approximation to the, um, to the- to the softmax function, where we can, uh, approximate it using, uh, the following, uh, expression.
We are going to take log sigmoid function of the dot product between u and v.
Uh, this is for the, uh, for the theorem here.
And then we are going to say minus sum of i going from one to k, so this is our k negative examples, logarithm, again, of the sigmoid function between the, uh, st- starting node u, and the negative, um, negative sample, uh, i, where this negative samples, this negative nodes will be, uh, sampled at random, but not at ra- at uniform random, but random in a biased way.
So the idea here is that, instead of normalizing with respect to all nodes in the network, we are going to normalize softmax against k random negative samples, so negative nodes, uh, from the network.
And this negative samples will be carefully chosen.
So how do we choose negative samples? We- we sample k negative nodes, each with probabil- probability proportional to its degrees.",Can you explain why a higher k in sampling corresponds to a higher bias towards negative events?
190,ZA-tUyM_y7s,"What does constant look like? Maybe this is 1,000 up here.
What does a constant look like? Looks like a line-- it looks like a line over here somewhere.
It could be as high as I want, but eventually, anything that's an increasing function will get bigger than this.
And on this scale, if I use log base 2 or some reasonable small constant, what does log look like? Well, let's do an easier one.
What does linear look like? Yeah, this-- that's what I saw what a lot of you doing.
That's linear.
That's the kind of base that we're comparing everything against.
What does log look like? Like this-- OK, but at this scale, really, it's much closer to constant than linear.",One of the axes on the graph represents n; what does the other one represent?
191,ZUZ8VbX1YNQ,"Now, the odds of finding an m that's not relatively prime to n are basically negligible because if you'd find such an m, it would enable you to factor them.
And we believe factoring is very hard.
But in fact, it actually works for all m, which is a nice theoretical results.
And you'll work this out in class problem.
OK.
That's how it works.
The receiver publishers e and n, keeps a secret key d.
The sender exponentiates the message to the power e.
The receiver simply decodes by raising the received message to the power d and reads off what the original was.
OK.
So we need to think about the feasibility of all of this because we believe that it's impossible to decrypt, but there's a lot of other stuff going on there that the players have to be able perform.
And let's examine what their responsibilities and abilities have to be.
So the receiver to begin with has to be able to find large primes.
And how on earth do they do that? Well, without going into too much detail, we can make the remark that there are lots of primes.","""Why can all m work if gcd(m, n) = m? What should we do?"""
192,ZUZ8VbX1YNQ,"That is to say by appealing to the prime number theorem, we know that among the n digit numbers, about log n of them are going to be primes so that you don't have to go too long before you stumble upon a random prime.
That is, if you're dealing with a 200 digit n and you're searching for a prime of around that size, you're not going to have to search more than a few hundred numbers before you're likely to stumble on a prime.
And of course, how do you know that you stumbled on a prime? Well, you need to be able to check whether a number is prime or not-- and efficientlY-- in order for this whole thing to be feasible.","Isn't it more correct to say that, for a range of integers x, x/ln(x) yields primes? I think there was a mistake there."
